last_update,state,county_name,lat,lon,NCHS_urbanization,total_population,confirmed,confirmed_per_100000,deaths,deaths_per_100000
2020-10-28 15:24:39 UTC,Alabama,Lowndes,32.1597283,-86.65158371,Medium metro,10236.0,717,7004.69,28,273.54
2020-10-28 15:24:39 UTC,Alabama,Macon,32.38759944,-85.69267724,Non-core,19054.0,541,2839.3,20,104.96
2020-10-28 15:24:39 UTC,Alabama,Madison,34.76327133,-86.55069633,Medium metro,357560.0,9467,2647.67,98,27.41
2020-10-28 15:24:39 UTC,Alabama,Marengo,32.24767634,-87.78796182,Non-core,19538.0,1035,5297.37,22,112.6
2020-10-28 15:24:39 UTC,Alabama,Marion,34.13697363,-87.88704173,Non-core,29965.0,1103,3680.96,31,103.45
2020-10-28 15:24:39 UTC,Alabama,Marshall,34.36975964,-86.30486727,Micropolitan,95145.0,4452,4679.17,51,53.6
2020-10-28 15:24:39 UTC,Alabama,Mobile,30.78472347,-88.20842409,Medium metro,414659.0,17039,4109.16,318,76.69
2020-10-28 15:24:39 UTC,Alabama,Monroe,31.56729412,-87.36995001,Non-core,21512.0,660,3068.06,10,46.49
2020-10-28 15:24:39 UTC,Alabama,Montgomery,32.2206831,-86.20969272,Medium metro,226941.0,10435,4598.11,199,87.69
2020-10-28 15:24:39 UTC,Alabama,Morgan,34.45500589,-86.85475946,Small metro,119122.0,4263,3578.68,35,29.38
2020-10-28 15:24:39 UTC,Alabama,Perry,32.64048341,-87.29770589,Non-core,9486.0,596,6282.94,6,63.25
2020-10-28 15:24:39 UTC,Alabama,Pickens,33.28094866,-88.08818103,Small metro,20298.0,874,4305.84,18,88.68
2020-10-28 15:24:39 UTC,Alabama,Pike,31.80396383,-85.9408295,Micropolitan,33403.0,1355,4056.52,14,41.91
2020-10-28 15:24:39 UTC,Alabama,Randolph,33.29526734,-85.45708831,Non-core,22574.0,843,3734.38,16,70.88
2020-10-28 15:24:39 UTC,Alabama,Russell,32.28725256,-85.18415324,Medium metro,58213.0,1976,3394.43,3,5.15
2020-10-28 15:24:39 UTC,Alabama,Shelby,33.26879845,-86.66232561,Large fringe metro,211261.0,7563,3579.93,65,30.77
2020-10-28 15:24:39 UTC,Alabama,St. Clair,33.71902176,-86.31029372,Large fringe metro,87306.0,3070,3516.37,42,48.11
2020-10-28 15:24:39 UTC,Alabama,Sumter,32.59117397,-88.19916205,Non-core,12985.0,477,3673.47,21,161.73
2020-10-28 15:24:39 UTC,Alabama,Talladega,33.37823223,-86.16886178,Micropolitan,80565.0,2739,3399.74,37,45.93
2020-10-28 15:24:39 UTC,Alabama,Tallapoosa,32.86698258,-85.79833053,Non-core,40636.0,1353,3329.56,87,214.1
2020-10-28 15:24:39 UTC,Alabama,Tuscaloosa,33.28726072,-87.52556818,Small metro,206213.0,10539,5110.74,141,68.38
2020-10-28 15:24:39 UTC,Alabama,Walker,33.80270512,-87.30027177,Large fringe metro,64493.0,2855,4426.84,93,144.2
2020-10-28 15:24:39 UTC,Alabama,Washington,31.4092794,-88.20689944,Non-core,16643.0,754,4530.43,12,72.1
2020-10-28 15:24:39 UTC,Alabama,Wilcox,31.98773215,-87.30891118,Non-core,10809.0,571,5282.63,12,111.02
2020-10-28 15:24:39 UTC,Alabama,Winston,34.15030532,-87.37325922,Non-core,23875.0,943,3949.74,13,54.45
2020-10-28 15:24:39 UTC,Alaska,Aleutians East,55.32222414,-161.9722021,Non-core,3425.0,16,467.15,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Aleutians West,52.3233,-174.1596,Non-core,5750.0,97,1686.96,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Anchorage,61.14998174,-149.14269860000002,Medium metro,296112.0,7612,2570.65,43,14.52
2020-10-28 15:24:39 UTC,Alaska,Bethel,60.90980451,-159.8561831,Non-core,18040.0,402,2228.38,1,5.54
2020-10-28 15:24:39 UTC,Alaska,Bristol Bay,58.74513976,-156.701064,Non-core,890.0,0,0.0,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Bristol Bay plus Lake and Peninsula,58.62403337,-156.21405890000003,Non-core,1375.0,105,7636.36,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Denali,63.67264044,-150.0076108,Non-core,2232.0,31,1388.89,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Dillingham,59.79603738,-158.23819419999998,Non-core,4975.0,54,1085.43,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Fairbanks North Star,64.80726247,-146.5692662,Small metro,99653.0,2140,2147.45,14,14.05
2020-10-28 15:24:39 UTC,Alaska,Haines,59.09893571,-135.4679843,Non-core,2518.0,12,476.57,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Juneau,58.45031811,-134.200436,Micropolitan,32330.0,535,1654.81,3,9.28
2020-10-28 15:24:39 UTC,Alaska,Kenai Peninsula,60.24429722,-151.53888840000002,Non-core,58220.0,942,1618.0,3,5.15
2020-10-28 15:24:39 UTC,Alaska,Ketchikan Gateway,55.57445008,-130.975561,Micropolitan,13804.0,81,586.79,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Kodiak Island,57.65529415,-153.7493579,Non-core,13649.0,98,718.0,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Kusilvak,62.15429159999999,-163.39678830000003,Non-core,8198.0,208,2537.2,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Matanuska-Susitna,62.31305045,-149.5741743,Medium metro,103464.0,1224,1183.02,2,1.93
2020-10-28 15:24:39 UTC,Alaska,Nome,64.90320724,-164.0353804,Non-core,9925.0,133,1340.05,0,0.0
2020-10-28 15:24:39 UTC,Alaska,North Slope,69.31479216,-153.4836093,Non-core,9797.0,266,2715.12,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Northwest Arctic,67.04919196,-159.7503946,Non-core,7734.0,238,3077.32,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Petersburg,57.13978948,-132.9540995,Non-core,3255.0,17,522.27,1,30.72
2020-10-28 15:24:39 UTC,Alaska,Prince of Wales-Hyder,55.76261984,-133.0511621,Non-core,6474.0,35,540.62,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Sitka,57.24124555,-135.3206587,Non-core,8738.0,75,858.32,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Skagway,59.56149996,-135.33377480000001,Non-core,1061.0,8,754.01,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Southeast Fairbanks,63.87692095,-143.2127643,Non-core,6876.0,74,1076.21,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Valdez-Cordova,61.47502768,-144.7126799,Non-core,9301.0,163,1752.5,1,10.75
2020-10-28 15:24:39 UTC,Alaska,Wrangell,56.3202004,-132.05837309999998,Non-core,2484.0,19,764.9,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Yakutat,59.890980799999994,-140.36014509999998,Non-core,689.0,37,5370.1,0,0.0
2020-10-28 15:24:39 UTC,Alaska,Yukon-Koyukuk,65.50815459,-151.39073869999999,Non-core,5415.0,114,2105.26,2,36.93
2020-10-28 15:24:39 UTC,Arizona,Apache,35.39465006,-109.4892383,Non-core,71522.0,3890,5438.89,169,236.29
2020-10-28 15:24:39 UTC,Arizona,Cochise,31.87934684,-109.7516088,Small metro,126279.0,2125,1682.78,73,57.81
2020-10-28 15:24:39 UTC,Arizona,Coconino,35.83883429,-111.77071780000001,Small metro,140217.0,5121,3652.2,147,104.84
2020-10-28 15:24:39 UTC,Arizona,Gila,33.80190085,-110.8132779,Micropolitan,53400.0,1907,3571.16,70,131.09
2020-10-28 15:24:39 UTC,Arizona,Graham,32.93166885,-109.8882178,Micropolitan,37879.0,1162,3067.66,28,73.92
2020-10-28 15:24:39 UTC,Arizona,Greenlee,33.21498827,-109.2405279,Non-core,9504.0,103,1083.75,1,10.52
2020-10-28 15:24:39 UTC,Arizona,La Paz,33.72854224,-113.98100290000001,Non-core,20701.0,616,2975.7,17,82.12
2020-10-28 15:24:39 UTC,Arizona,Maricopa,33.34835867,-112.49181540000001,Large central metro,4253913.0,155458,3654.47,3557,83.62
2020-10-28 15:24:39 UTC,Arizona,Mohave,35.70471703,-113.7577902,Small metro,206064.0,4313,2093.04,230,111.62
2020-10-28 15:24:39 UTC,Arizona,Navajo,35.3997715,-110.3218983,Micropolitan,108705.0,6307,5801.94,238,218.94
2020-10-28 15:24:39 UTC,Arizona,Pima,32.0971334,-111.7890033,Medium metro,1019722.0,27703,2716.72,636,62.37
2020-10-28 15:24:39 UTC,Arizona,Pinal,32.90525627,-111.3449483,Large fringe metro,419721.0,11832,2819.02,217,51.7
2020-10-28 15:24:39 UTC,Arizona,Santa Cruz,31.52508998,-110.8479088,Micropolitan,46584.0,2995,6429.25,65,139.53
2020-10-28 15:24:39 UTC,Arizona,Yavapai,34.59933926,-112.5538588,Small metro,224645.0,2919,1299.38,88,39.17
2020-10-28 15:24:39 UTC,Arizona,Yuma,32.76895712,-113.90666740000002,Small metro,207829.0,13670,6577.52,354,170.33
2020-10-28 15:24:39 UTC,Arkansas,Arkansas,34.29145151,-91.37277296,Non-core,18124.0,673,3713.31,16,88.28
2020-10-28 15:24:39 UTC,Arkansas,Ashley,33.19153461,-91.76984709999999,Non-core,20537.0,539,2624.53,11,53.56
2020-10-28 15:24:39 UTC,Arkansas,Baxter,36.28784385,-92.33782872,Micropolitan,41219.0,668,1620.61,10,24.26
2020-10-28 15:24:39 UTC,Arkansas,Benton,36.33644656,-94.25680817,Medium metro,258980.0,8177,3157.39,118,45.56
2020-10-28 15:24:39 UTC,Arkansas,Boone,36.3084504,-93.09374925,Micropolitan,37288.0,1040,2789.1,33,88.5
2020-10-28 15:24:39 UTC,Arkansas,Bradley,33.46755808,-92.15980837,Non-core,10948.0,370,3379.61,8,73.07
2020-10-28 15:24:39 UTC,Arkansas,Calhoun,33.55598792,-92.49974403,Micropolitan,5202.0,53,1018.84,0,0.0
2020-10-28 15:24:39 UTC,Arkansas,Carroll,36.340385600000005,-93.54270261,Non-core,27887.0,1000,3585.9,15,53.79
2020-10-28 15:24:39 UTC,Arkansas,Chicot,33.26458973,-91.29539209,Non-core,10826.0,1050,9698.87,22,203.21
2020-10-28 15:24:39 UTC,Arkansas,Clark,34.04613432,-93.17484713,Micropolitan,22385.0,497,2220.24,5,22.34
2020-10-28 15:24:39 UTC,Arkansas,Clay,36.36826212,-90.4148172,Non-core,15061.0,490,3253.44,12,79.68
2020-10-28 15:24:39 UTC,Arkansas,Cleburne,35.53864922,-92.02640019,Non-core,25230.0,461,1827.19,15,59.45
2020-10-28 15:24:39 UTC,Arkansas,Cleveland,33.89723187,-92.18537045,Small metro,8226.0,234,2844.64,13,158.04
2020-10-28 15:24:39 UTC,Arkansas,Columbia,33.21230701,-93.22642793,Micropolitan,23892.0,704,2946.59,21,87.9
2020-10-28 15:24:39 UTC,Arkansas,Conway,35.26205537,-92.70506566,Non-core,20906.0,346,1655.03,3,14.35
2020-10-28 15:24:39 UTC,Arkansas,Craighead,35.83018283,-90.63235729,Small metro,105701.0,4544,4298.92,45,42.57
2020-10-28 15:24:39 UTC,Arkansas,Crawford,35.58928601,-94.2446814,Medium metro,62472.0,2035,3257.46,26,41.62
2020-10-28 15:24:39 UTC,Arkansas,Crittenden,35.21247318,-90.30839406,Large fringe metro,49013.0,2397,4890.54,52,106.09
2020-10-28 15:24:39 UTC,Arkansas,Cross,35.29631396,-90.77185818,Non-core,16998.0,587,3453.35,22,129.43
2020-10-28 15:24:39 UTC,Arkansas,Dallas,33.97042763,-92.65167437,Non-core,7432.0,179,2408.5,5,67.28
2020-10-28 15:24:39 UTC,Arkansas,Desha,33.83011025,-91.25500948,Non-core,11887.0,410,3449.15,7,58.89
2020-10-28 15:24:39 UTC,Arkansas,Drew,33.59035001,-91.71777921,Non-core,18502.0,430,2324.07,7,37.83
2020-10-28 15:24:39 UTC,Arkansas,Faulkner,35.14719007,-92.33717519,Medium metro,122416.0,3358,2743.11,35,28.59
2020-10-28 15:24:39 UTC,Arkansas,Franklin,35.51202821,-93.89299569,Non-core,17780.0,529,2975.25,3,16.87
2020-10-28 15:24:39 UTC,Arkansas,Fulton,36.38177105,-91.81729127,Non-core,12139.0,323,2660.85,9,74.14
2020-10-28 15:24:39 UTC,Arkansas,Garland,34.57692074,-93.14921604,Small metro,98296.0,2457,2499.59,66,67.14
2020-10-28 15:24:39 UTC,Arkansas,Grant,34.29017991,-92.42320562,Medium metro,18086.0,364,2012.61,4,22.12
2020-10-28 15:24:39 UTC,Arkansas,Greene,36.117354600000006,-90.55832668,Micropolitan,44623.0,1507,3377.18,19,42.58
2020-10-28 15:24:39 UTC,Arkansas,Hempstead,33.73325583,-93.66935133,Non-core,22018.0,554,2516.12,5,22.71
2020-10-28 15:24:39 UTC,Arkansas,Hot Spring,34.31709259,-92.95396325,Micropolitan,33520.0,2208,6587.11,36,107.4
2020-10-28 15:24:39 UTC,Arkansas,Howard,34.09007427,-93.9934871,Non-core,13389.0,582,4346.85,14,104.56
2020-10-28 15:24:39 UTC,Arkansas,Independence,35.74242707,-91.57001641,Micropolitan,37264.0,1466,3934.09,51,136.86
2020-10-28 15:24:39 UTC,Arkansas,Izard,36.09604046,-91.90847954,Non-core,13559.0,556,4100.6,2,14.75
2020-10-28 15:24:39 UTC,Arkansas,Jackson,35.59802983,-91.21494602,Non-core,17225.0,760,4412.19,6,34.83
2020-10-28 15:24:39 UTC,Arkansas,Jefferson,34.26767081,-91.92619839,Small metro,70424.0,4194,5955.36,102,144.84
2020-10-28 15:24:39 UTC,Arkansas,Johnson,35.56759135,-93.46036368,Non-core,26291.0,1017,3868.24,8,30.43
2020-10-28 15:24:39 UTC,Arkansas,Lafayette,33.24116713,-93.60677071,Non-core,6915.0,172,2487.35,3,43.38
2020-10-28 15:24:39 UTC,Arkansas,Lawrence,36.04188196,-91.10867198,Non-core,16669.0,823,4937.31,17,101.99
2020-10-28 15:24:39 UTC,Arkansas,Lee,34.78498904,-90.78383866,Non-core,9398.0,1110,11811.02,18,191.53
2020-10-28 15:24:39 UTC,Arkansas,Lincoln,33.95317155,-91.74002806,Small metro,13695.0,2315,16903.98,17,124.13
2020-10-28 15:24:39 UTC,Arkansas,Little River,33.70375665,-94.23468591,Small metro,12417.0,451,3632.12,38,306.03
2020-10-28 15:24:39 UTC,Arkansas,Logan,35.21413234,-93.71951016,Non-core,21757.0,594,2730.16,4,18.38
2020-10-28 15:24:39 UTC,Arkansas,Lonoke,34.75392199,-91.88742357,Medium metro,72206.0,1752,2426.39,28,38.78
2020-10-28 15:24:39 UTC,Arkansas,Madison,36.01038185,-93.72524943,Medium metro,16076.0,430,2674.79,6,37.32
2020-10-28 15:24:39 UTC,Arkansas,Marion,36.26844485,-92.68451899,Non-core,16438.0,153,930.77,2,12.17
2020-10-28 15:24:39 UTC,Arkansas,Miller,33.31403423,-93.89285258,Small metro,43759.0,1435,3279.33,16,36.56
2020-10-28 15:24:39 UTC,Arkansas,Mississippi,35.76271485,-90.05194370000001,Micropolitan,42831.0,2297,5362.94,68,158.76
2020-10-28 15:24:39 UTC,Arkansas,Monroe,34.6815935,-91.20540287,Non-core,7249.0,212,2924.54,1,13.8
2020-10-28 15:24:39 UTC,Arkansas,Montgomery,34.53704874,-93.65824478,Non-core,8993.0,183,2034.92,8,88.96
2020-10-28 15:24:39 UTC,Arkansas,Nevada,33.66340119,-93.30632432,Non-core,8440.0,301,3566.35,14,165.88
2020-10-28 15:24:39 UTC,Arkansas,Newton,35.91947491,-93.21612969,Micropolitan,7848.0,307,3911.82,19,242.1
2020-10-28 15:24:39 UTC,Arkansas,Ouachita,33.58839816,-92.87795984,Micropolitan,24106.0,379,1572.22,9,37.34
2020-10-28 15:24:39 UTC,Arkansas,Perry,34.945915299999996,-92.94372564,Medium metro,10322.0,137,1327.26,0,0.0
2020-10-28 15:24:39 UTC,Arkansas,Phillips,34.43268455,-90.84800154,Micropolitan,19034.0,746,3919.3,16,84.06
2020-10-28 15:24:39 UTC,Arkansas,Pike,34.16250414,-93.65789349,Non-core,10808.0,267,2470.39,1,9.25
2020-10-28 15:24:39 UTC,Arkansas,Poinsett,35.57433534,-90.66268713,Small metro,24054.0,1071,4452.48,20,83.15
2020-10-28 15:24:39 UTC,Arkansas,Polk,34.48254879,-94.22728802,Non-core,20163.0,358,1775.53,5,24.8
2020-10-28 15:24:39 UTC,Arkansas,Pope,35.44871474,-93.03212219,Micropolitan,63644.0,2725,4281.63,38,59.71
2020-10-28 15:24:39 UTC,Arkansas,Prairie,34.83624419,-91.55162157,Non-core,8244.0,224,2717.13,4,48.52
2020-10-28 15:24:39 UTC,Arkansas,Pulaski,34.77054088,-92.31355101,Medium metro,393463.0,11997,3049.08,209,53.12
2020-10-28 15:24:39 UTC,Arkansas,Randolph,36.3415714,-91.02455531,Non-core,17603.0,650,3692.55,24,136.34
2020-10-28 15:24:39 UTC,Arkansas,Saline,34.64916145,-92.67583224,Medium metro,118009.0,2854,2418.46,29,24.57
2020-10-28 15:24:39 UTC,Arkansas,Scott,34.85588887,-94.0632176,Non-core,10442.0,219,2097.3,1,9.58
2020-10-28 15:24:39 UTC,Arkansas,Searcy,35.9109364,-92.69936482,Non-core,7923.0,199,2511.67,1,12.62
2020-10-28 15:24:39 UTC,Arkansas,Sebastian,35.19605503,-94.27162713,Medium metro,127461.0,4849,3804.3,93,72.96
2020-10-28 15:24:39 UTC,Arkansas,Sevier,33.99780401,-94.2424869,Non-core,17193.0,1351,7857.85,16,93.06
2020-10-28 15:24:39 UTC,Arkansas,Sharp,36.16258158,-91.47819342,Non-core,17043.0,361,2118.17,10,58.68
2020-10-28 15:24:39 UTC,Arkansas,St. Francis,35.02201976,-90.74828138,Micropolitan,26294.0,1760,6693.54,10,38.03
2020-10-28 15:24:39 UTC,Arkansas,Stone,35.86251946,-92.15684085,Non-core,12446.0,401,3221.92,21,168.73
2020-10-28 15:24:39 UTC,Arkansas,Union,33.16887091,-92.59746952,Micropolitan,39732.0,1122,2823.92,49,123.33
2020-10-28 15:24:39 UTC,Arkansas,Van Buren,35.58095779,-92.51295036,Non-core,16684.0,210,1258.69,3,17.98
2020-10-28 15:24:39 UTC,Arkansas,Washington,35.976844,-94.21800746,Medium metro,228529.0,11468,5018.18,150,65.64
2020-10-28 15:24:39 UTC,Arkansas,White,35.25688493,-91.74908296,Micropolitan,78804.0,1478,1875.54,32,40.61
2020-10-28 15:24:39 UTC,Arkansas,Woodruff,35.18902527,-91.2439489,Non-core,6660.0,120,1801.8,0,0.0
2020-10-28 15:24:39 UTC,Arkansas,Yell,35.00292371,-93.41171338,Micropolitan,21573.0,1341,6216.1,31,143.7
2020-10-28 15:24:39 UTC,California,Alameda,37.64629437,-121.8929271,Large central metro,1643700.0,23471,1427.94,462,28.11
2020-10-28 15:24:39 UTC,California,Alpine,38.59678594,-119.82235940000001,Non-core,1146.0,3,261.78,0,0.0
2020-10-28 15:24:39 UTC,California,Amador,38.44583082,-120.65696000000001,Non-core,37829.0,331,874.99,16,42.3
2020-10-28 15:24:39 UTC,California,Butte,39.66727762,-121.6005252,Small metro,227075.0,3105,1367.39,52,22.9
2020-10-28 15:24:39 UTC,California,Calaveras,38.20537103,-120.55291299999999,Non-core,45235.0,347,767.11,21,46.42
2020-10-28 15:24:39 UTC,California,Colusa,39.17881957,-122.2331726,Non-core,21464.0,553,2576.41,6,27.95
2020-10-28 15:24:39 UTC,California,Contra Costa,37.91923498,-121.9289527,Large fringe metro,1133247.0,18817,1660.45,243,21.44
2020-10-28 15:24:39 UTC,California,Del Norte,41.74228275,-123.89740630000001,Micropolitan,27424.0,180,656.36,1,3.65
2020-10-28 15:24:39 UTC,California,El Dorado,38.77965956,-120.5233166,Large fringe metro,186661.0,1361,729.13,4,2.14
2020-10-28 15:24:39 UTC,California,Fresno,36.75733899,-119.6466953,Medium metro,978130.0,30969,3166.14,439,44.88
2020-10-28 15:24:39 UTC,California,Glenn,39.59875897,-122.3938452,Non-core,27897.0,678,2430.37,3,10.75
2020-10-28 15:24:39 UTC,California,Humboldt,40.69923009,-123.876044,Micropolitan,135768.0,568,418.36,10,7.37
2020-10-28 15:24:39 UTC,California,Imperial,33.0393082,-115.36690420000001,Small metro,180216.0,12967,7195.25,336,186.44
2020-10-28 15:24:39 UTC,California,Inyo,36.51112084,-117.41119779999998,Non-core,18085.0,234,1293.89,15,82.94
2020-10-28 15:24:39 UTC,California,Kern,35.34329425,-118.72777959999999,Medium metro,883053.0,34027,3853.34,420,47.56
2020-10-28 15:24:39 UTC,California,Kings,36.07409056,-119.8159973,Small metro,150075.0,8370,5577.21,83,55.31
2020-10-28 15:24:39 UTC,California,Lake,39.10124298,-122.75362439999999,Micropolitan,64148.0,700,1091.23,16,24.94
2020-10-28 15:24:39 UTC,California,Lassen,40.67311306,-120.59350990000002,Micropolitan,31185.0,766,2456.31,1,3.21
2020-10-28 15:24:39 UTC,California,Los Angeles,34.30828379,-118.22824109999999,Large central metro,10098052.0,302102,2991.69,7027,69.59
2020-10-28 15:24:39 UTC,California,Madera,37.21513971,-119.76655890000002,Small metro,155013.0,5037,3249.4,74,47.74
2020-10-28 15:24:39 UTC,California,Marin,38.07122463,-122.72106310000001,Large fringe metro,260295.0,7099,2727.29,129,49.56
2020-10-28 15:24:39 UTC,California,Mariposa,37.57978556,-119.9073334,Non-core,17540.0,79,450.4,2,11.4
2020-10-28 15:24:39 UTC,California,Mendocino,39.4381191,-123.39113130000001,Micropolitan,87422.0,1142,1306.31,21,24.02
2020-10-28 15:24:39 UTC,California,Merced,37.18922369,-120.72090349999999,Medium metro,269075.0,9572,3557.37,155,57.6
2020-10-28 15:24:39 UTC,California,Modoc,41.58965602,-120.7244817,Non-core,8938.0,43,481.09,0,0.0
2020-10-28 15:24:39 UTC,California,Mono,37.93899289,-118.8872409,Non-core,14174.0,180,1269.93,2,14.11
2020-10-28 15:24:39 UTC,California,Monterey,36.21862405,-121.24133970000001,Medium metro,433212.0,11472,2648.13,91,21.01
2020-10-28 15:24:39 UTC,California,Napa,38.50735751,-122.33283899999999,Small metro,140530.0,1975,1405.39,16,11.39
2020-10-28 15:24:39 UTC,California,Nevada,39.30394768,-120.76272809999999,Micropolitan,99092.0,628,633.75,8,8.07
